ENTRY,NAMES,FORMULA,CHARGE,"GROUPS INVOLVED IN COMPOUND STRUCTURE","ESTIMATED ∆fG'°","SE∆fG'°",NOTES,SMILES,chebi_error
514,10-formyltetrahydrofolate|10fthf|,C20H21N7O7,-2,"two fused rings >C= : 2 | ring -NH- : 3 | ring >C=O : 1 | ring =N- : 1 | ring -CH< : 1 | ring -CH2- : 1 | ring =C< : 1 | -CH2- : 3 | -NH2 : 1 | aromatic ring =C< : 2 | -CH=O : 1 | aromatic ring =CH- : 4 | >C=O : 1 | >CH- : 1 | -COO : 2 | amide : 3 | -N< : 1 | -NH- : 1 | Origin : 1 | OCCC : 2 | CCNC : 1",-144.77,3.21,,[H]C(=O)N(C[C@H]1CNc2nc(N)[nH]c(=O)c2N1)c1ccc(cc1)C(=O)N[C@@H](CCC([O-])=O)C([O-])=O,
515,5-methyltetrahydrofolate|,C20H23N7O6,-2,"two fused rings >C= : 2 | ring -NH- : 2 | ring =N- : 1 | ring -N< : 1 | ring >C=O : 1 | ring -CH2- : 1 | ring =C< : 1 | ring -CH< : 1 | -CH3 : 1 | -NH2 : 1 | -CH2- : 3 | -NH- : 2 | aromatic ring =C< : 2 | aromatic ring =CH- : 4 | >C=O : 1 | >CH- : 1 | -COO : 2 | amide : 2 | Origin : 1 | OCCC : 2 | CCNC : 1",-101.7,2.85,,,
516,5-formiminotetrahydrofolate|,C20H22N8O6,-2,"two fused rings >C= : 2 | ring -N< : 1 | ring >C=O : 1 | ring -CH< : 1 | =CH- : 1 | ring -NH- : 2 | ring =N- : 1 | ring -CH2- : 1 | -CH2- : 3 | =NH : 1 | ring =C< : 1 | -NH- : 2 | -NH2 : 1 | aromatic ring =C< : 2 | aromatic ring =CH- : 4 | >C=O : 1 | >CH- : 1 | -COO : 2 | amide : 2 | Origin : 1 | OCCC : 2 | CCNC : 1",-106.95,3.24,,[H]C(=N)N1[C@@H](CNc2ccc(cc2)C(=O)N[C@@H](CCC(O)=O)C(O)=O)CNc2nc(N)[nH]c(=O)c12,
517,"7,8-dihydrofolate|",C19H19N7O6,-2,"two fused rings >C= : 2 | ring -NH- : 2 | ring =N- : 2 | ring >C=O : 1 | ring -CH2- : 1 | ring =C< : 2 | -NH2 : 1 | -CH2- : 3 | -NH- : 2 | aromatic ring =C< : 2 | aromatic ring =CH- : 4 | >C=O : 1 | >CH- : 1 | -COO : 2 | amide : 2 | Origin : 1 | OCCC : 2 | CCNC : 2",-109.12,3.01,,Nc1nc2NCC(CNc3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)=Nc2c(=O)[nH]1,
518,"2,6-beta-D-fructosyl-n-sec|",C24H42O21,0,"ring >C< : 4 | ring -O- : 4 | ring -CH< : 12 | -O- : 3 | -CH2- : 8 | -OH : 14 | Origin : 1",-697.28,5.26,,,"no exact name match in CHEBI"
519,h2o|,H2O,0,"H2O : 1",-56.69,0.5,,,"no exact name match in CHEBI"
520,glucose|galactose|mannose|allose|altrose|gal|glc-D|,C6H12O6,0,"ring -CH< : 5 | ring -O- : 1 | -CH2- : 1 | -OH : 5 | Origin : 1",-218.28,1.54,,,
521,6-aminopenicillanate|,C8H11N2O3S,-1,"two fused rings -N< : 1 | two fused rings >CH- : 1 | ring -CH< : 2 | ring >C=O : 1 | ring -S- : 1 | ring >C< : 1 | -COO : 1 | -NH2 : 1 | -CH3 : 2 | Origin : 1",-85.89,1.71,,[H][C@@]1(N)C(=O)N2[C@]1([H])SC(C)(C)[C@]2([H])C([O-])=O,
522,HCN|,CHN,0,"≡CH : 1 | ≡N : 1 | Origin : 1",28.6,6.43,,,"no exact name match in CHEBI"
523,cyanate|,CNO,-1,"≡C- : 1 | ≡N : 1 | -Oneg : 1 | Origin : 1",-23.3,5.01,,[O-]C#N,
524,oxalate|,C2O4,-2,"oxalate : 1",-161,0.5,,[O-]C(=O)C([O-])=O,
525,ethane|,C2H6,0,"ethane : 1",-4.07,0.5,,CC,
526,acetate|ac|,C2H3O2,-1,"acetate : 1",-88.29,0.5,,CC([O-])=O,
527,ethanol|etoh|,C2H6O,0,"ethanol : 1",-43.44,0.5,,CCO,
528,CH3NHp|,C3H10NO,1,"-CH3 : 3 | -OH : 1 | >N< : 1 | Origin : 1",8.95,1.96,,,"no exact name match in CHEBI"
529,sorbitol|mannitol|iditol|galactitol|allitol|mnl|sbt-D|,C6H14O6,0,"-CH2- : 2 | -OH : 6 | >CH- : 4 | Origin : 1",-225.44,0.99,,,
530,butyrate|but|,C4H7O2,-1,"-CH2- : 2 | -COO : 1 | -CH3 : 1 | Origin : 1",-83.51,0.23,,CCCC([O-])=O,
531,valerate|,C5H9O2,-1,"-CH2- : 3 | -COO : 1 | -CH3 : 1 | Origin : 1",-81.89,0.31,,CCCCC([O-])=O,
532,acrylate|,C3H3O2,-1,"-COO : 1 | =CH- : 1 | =CH2 : 1 | Origin : 1 | OCCC : 1",-64.98,0.48,,[O-]C(=O)C=C,
533,crotonate|,C4H5O2,-1,"-CH3 : 1 | =CH- : 2 | -COO : 1 | Origin : 1 | OCCC : 1",-62.7,0.56,,[H]\C(C)=C/C([O-])=O,
534,b-Hydroxybutyrate|,C4H7O3,-1,"-CH2- : 1 | -COO : 1 | -CH3 : 1 | >CH- : 1 | -OH : 1 | Origin : 1",-121.55,0.27,,,"no exact name match in CHEBI"
535,cellobiose|beta-lactose|beta-maltose|,C12H22O11,0,"ring -CH< : 10 | -O- : 1 | ring -O- : 2 | -CH2- : 2 | -OH : 8 | Origin : 1",-376.76,3.02,,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,
536,cysteine|cys-L|,C3H7NO2S,0,">CH- : 1 | -COO : 1 | -CH2- : 1 | -NH3 : 1 | -SH : 1 | Origin : 1",-83.39,0.7,,NC(CS)C(O)=O,
537,cystine|,C6H12N2O4S2,0,">CH- : 2 | -CH2- : 2 | -COO : 2 | -NH3 : 2 | -S-S- : 1 | Origin : 1",-159.61,1.33,,NC(CSSCC(N)C(O)=O)C(O)=O,
538,isoleucine|ile-L|,C6H13NO2,0,">CH- : 2 | -COO : 1 | -NH3 : 1 | -CH2- : 1 | -CH3 : 2 | Origin : 1",-84.87,0.45,,,
539,creatinine|,C4H7N3O,0,"ring >C= : 1 | ring -N< : 1 | =NH : 1 | ring -CH2- : 1 | -CH3 : 1 | ring >C=O : 1 | amide : 1 | ring -NH- : 1 | Origin : 1",-6.19,2.8,,CN1CC(=O)NC1=N,
540,NH2-CH2-CH2-SO3|,C2H7NO3S,0,"-NH3 : 1 | -CH2- : 2 | -SO3 : 1 | Origin : 1",-126.76,0.78,,,"no exact name match in CHEBI"
541,methylamine|,CH6N,1,"methylamine : 1",-9.55,0.5,,CN,
542,dimethylamine|,C2H8N,1,"-CH3 : 2 | -NH2- : 1 | Origin : 1",-1.35,0.93,,[H]N(C)C,
543,trimethylamine|,C3H10N,1,"-CH3 : 3 | -NH< : 1 | Origin : 1",4.55,1.21,,CN(C)C,
544,pyridine|,C5H5N,0,"ring =CH- : 5 | ring =N- : 1 | Origin : 1 | heteroaromatic : 1",44.52,1.61,,c1ccncc1,
545,malate|mal-L|,C4H4O5,-2,">CH- : 1 | -CH2- : 1 | -COO : 2 | -OH : 1 | Origin : 1",-201,0.31,,OC(CC([O-])=O)C([O-])=O,
546,ethylacetate|,C4H8O2,0,"-O-CO- : 1 | -CH2- : 1 | -CH3 : 2 | Origin : 1",-80.98,0.48,,,"no exact name match in CHEBI"
547,glucose-1-phosphate|galactose-1-phosphate|mannose-1-phosphate|,C6H12O9P,-1,"ring -CH< : 5 | ring -O- : 1 | -OPO3 : 1 | -OH : 4 | -CH2- : 1 | Origin : 1",-430.78,1.51,,OC[C@H]1O[C@H](OP(O)(O)=O)[C@H](O)[C@@H](O)[C@@H]1O,
548,glyceraldehyde-3-phosphate|g3p|,C3H6O6P,-1,"-OPO3 : 1 | -CH2- : 1 | >CH- : 1 | -CH=O : 1 | -OH : 1 | Origin : 1",-319.2,0.31,,[H]C(=O)C(O)COP(O)(O)=O,
549,glycylglycine|,C4H8N2O3,0,">C=O : 1 | -CH2- : 2 | -NH3 : 1 | -COO : 1 | amide : 1 | -NH- : 1 | Origin : 1",-118.31,0.71,,NCC(=O)NCC(O)=O,
550,indole|,C8H7N,0,"aromatic ring fused to nonaromatic ring >C=  : 2 | ring =CH- : 2 | aromatic ring =CH- : 4 | ring -NH- : 1 | Origin : 1 | heteroaromatic : 1",54.41,1.59,,,
551,oxalosuccinate|,C6H3O7,-3,">CH- : 1 | >C=O : 1 | -CH2- : 1 | -COO : 3 | Origin : 1 | OCCO : 1",-268.54,0.46,,OC(=O)CC(C(O)=O)C(=O)C(O)=O,
552,co2|,CO2,0,"CO2 : 1",-92.26,0.5,,,"no exact name match in CHEBI"
553,ATP-alpha-S|,C10H13N5O12P3S,-3,"ring -N< : 1 | two fused rings >C= : 2 | ring -CH< : 4 | ring =CH- : 2 | ring =N- : 3 | ring -O- : 1 | ring =C< : 1 | -OH : 2 | -NH2 : 1 | -CH2- : 1 | thiomid_phos : 1 | -OPO2- : 1 | -OPO3 : 1 | Origin : 1 | heteroaromatic : 2",None,None,"Involves groups with unknown energy",Nc1ncnc2n(cnc12)C1O[C@H](COP(O)(=S)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,
554,ADP-alpha-S|,C10H14N5O9P2S,-1,"ring -N< : 1 | two fused rings >C= : 2 | ring -CH< : 4 | ring =CH- : 2 | ring =NH- : 1 | ring -O- : 1 | ring =N- : 2 | ring =C< : 1 | -OH : 2 | -NH2 : 1 | -CH2- : 1 | thiomid_phos : 1 | -OPO3 : 1 | Origin : 1 | heteroaromatic : 2",None,None,"Involves groups with unknown energy",,"no exact name match in CHEBI"
555,co|,CO,0,"cmonox : 1",-28.66,0.5,,,"no exact name match in CHEBI"
556,ch4|methane|,CH4,0,"methane : 1",-8.21,0.5,,[H]C([H])([H])[H],
557,n2|,N2,0,"N2 : 1",4.47,0.5,,,"no exact name match in CHEBI"
558,ubiquinoneox|,C49H74O4,0,"ring =C< : 4 | ring >C=O : 2 | -CH3 : 12 | -O- : 2 | -CH2- : 15 | =CH- : 8 | =C< : 8 | Origin : 1 | OCCC : 4",142.5,4.6,,,"no exact name match in CHEBI"
559,ubiquinonered|,C49H76O4,0,"aromatic ring =C< : 6 | -OH : 2 | -CH3 : 12 | -O- : 2 | -CH2- : 15 | =CH- : 8 | =C< : 8 | Origin : 1",120.8,4.62,,,"no exact name match in CHEBI"
560,acrylyl-coa|,C24H35N7O17P3S,-3,"ring -N< : 1 | ring -CH< : 4 | two fused rings >C= : 2 | ring =CH- : 2 | ring -O- : 1 | ring =N- : 3 | -OH : 2 | ring =C< : 1 | -CH2- : 6 | -OPO3 : 1 | -NH2 : 1 | -OPO3- : 1 | -OPO2- : 1 | >C< : 1 | >CH- : 1 | -CH3 : 2 | >C=O : 3 | =CH- : 1 | =CH2 : 1 | amide : 2 | -NH- : 2 | -S- : 1 | thioester : 1 | Origin : 1 | OCCC : 1 | heteroaromatic : 2",-764.06,3.56,,CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)n1cnc2c(N)ncnc12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C=C,
561,benzene|,C6H6,0,"aromatic ring =CH- : 6 | Origin : 1 | Hydrocarbon : 1",33.26,1.21,,c1ccccc1,
562,ClO3|,O3Cl,-1,"ClO3 : 1",-0.8,0.5,,,"no exact name match in CHEBI"
563,ClO2|,O2Cl,-1,"ClO2 : 1",4.1,0.5,,,"no exact name match in CHEBI"
564,caproate|hxa|,C6H11O2,-1,"-CH2- : 4 | -COO : 1 | -CH3 : 1 | Origin : 1",-80.27,0.38,,,"no exact name match in CHEBI"
565,heptose|,C7H14O7,0,"ring -CH< : 5 | ring -O- : 1 | >CH- : 1 | -OH : 6 | -CH2- : 1 | Origin : 1",-254.7,1.61,,,
566,fe2|Fe2+|,Fe,2,"Fe2 : 1",-18.85,0.5,,,"no exact name match in CHEBI"
567,fe3|Fe3+|,Fe,3,"Fe3 : 1",-1.1,0.5,,[Fe+3],
568,so3|,HO3S,-1,"sulfite : 1",-126.15,0.5,,,"no exact name match in CHEBI"
569,s|,S,0,"S : 1",0,0.5,,,"no exact name match in CHEBI"
570,isovalerate|,C5H9O2,-1,"-CH2- : 1 | >CH- : 1 | -COO : 1 | -CH3 : 2 | Origin : 1",-83.7,0.3,,CC(C)CC([O-])=O,
571,no|,HNO,0,"HNO : 1",11.82,0.72,,,"no exact name match in CHEBI"
572,no2|,NO2,-1,"nitrite : 1",-8.9,0.5,,,"no exact name match in CHEBI"
573,no3|,NO3,-1,"nitric acid : 1",-26.61,0.5,,,"no exact name match in CHEBI"
574,n2o|,HN2O,1,"nitrous oxide : 1",18.26,1.52,,,"no exact name match in CHEBI"
575,n2h4|,H4N2,0,"N2H4 : 1",30.6,0.5,,NN,
576,o2-|o2s|,O2,-1,"O2s : 1",6.9,0.5,,[O-]\[N+](=N/OCC(=O)N1CCN(CC1)c1ccc(OC[C@H]2CO[C@@](Cn3ccnc3)(O2)c2ccc(Cl)cc2Cl)cc1)N1CCCC1,
577,s2o3|tsul|,O3S2,-2,"S2O3H : 1",-122.7,0.5,,[O-]S([S-])(=O)=O,
578,s2o4|,H2O4S2,0,"S2O4 : 1",-143.5,0.5,,[O-]S(=O)S([O-])=O,
579,s3o6|,O6S3,-2,"S3O6 : 1",-229,0.5,,[O-]S(=O)(=O)SS([O-])(=O)=O,
580,s4o6|,O6S4,-2,"-SO3 : 2 | -S-S- : 1 | Origin : 1",-241.82,1.9,,[O-]S(=O)(=O)SSS([O-])(=O)=O,
581,h2s|,H2S,0,"H2S : 1",-6.66,0.5,,,"no exact name match in CHEBI"
582,so2|,O2S,0,"SO2 : 1",-71.9,0.5,,,"no exact name match in CHEBI"
583,cyclopropane|,C3H6,0,"ring -CH2- : 3 | Origin : 1 | Hydrocarbon : 1 | threemember : 1",27.62,1.93,,C1CC1,
584,9-Methyldecalin,C11H20,0,"ring -CH2- : 8 | two fused rings >CH- : 1 | two fused rings >C< : 1 | -CH3 : 1 | Origin : 1 | Hydrocarbon : 1",24.18,3.8,,,"no exact name match in CHEBI"
585,Dicyanoacetylene|,C4N2,0,"≡N : 2 | ≡C- : 4 | Origin : 1",102.2,12.71,,,"no exact name match in CHEBI"
586,cmp|,C9H13N3O8P,-1,"ring -CH< : 4 | ring -O- : 1 | ring >C=O : 1 | ring =CH- : 2 | -OH : 2 | ring =N- : 1 | -CH2- : 1 | ring =C< : 1 | -OPO3 : 1 | -NH2 : 1 | amide : 1 | ring -N< : 1 | Origin : 1 | OCNC : 1 | CCCN : 1",-345.38,1.92,,Nc1ccn([C@@H]2O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]2O)c(=O)n1,
587,mql8|Menaquinol-8|,C51H74O2,0,"two fused aromatic rings >C= : 2 | aromatic ring =C< : 4 | aromatic ring =CH- : 4 | -OH : 2 | -CH2- : 15 | =CH- : 8 | =C< : 8 | -CH3 : 10 | Origin : 1",180.27,4.69,,,"no exact name match in CHEBI"
588,mqn8|Menaquinone-8|,C51H72O2,0,"aromatic ring fused to nonaromatic ring >C=  : 2 | ring >C=O : 2 | aromatic ring =CH- : 4 | ring =C< : 2 | -CH2- : 15 | =CH- : 8 | =C< : 8 | -CH3 : 10 | Origin : 1 | OCCC : 4",206.06,4.49,,,"no exact name match in CHEBI"
589,2dmmq8|2-Demethylmenaquinone-8|,C50H70O2,0,"aromatic ring fused to nonaromatic ring >C=  : 2 | ring >C=O : 2 | aromatic ring =CH- : 4 | ring =C< : 1 | ring =CH- : 1 | -CH2- : 15 | =CH- : 8 | =C< : 8 | -CH3 : 9 | Origin : 1 | OCCC : 4",206.47,4.43,,CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC1=CC(=O)c2ccccc2C1=O,
590,2dmmql8|2-Demethylmenaquinol-8|,C50H72O2,0,"two fused aromatic rings >C= : 2 | aromatic ring =C< : 3 | aromatic ring =CH- : 5 | -OH : 2 | -CH2- : 15 | =CH- : 8 | =C< : 8 | -CH3 : 9 | Origin : 1",181.9,4.61,,,"no exact name match in CHEBI"
591,2p4c2me|2-phospho-4-cytidine-5'-diphospho-2-C-methyl-D-erythritol|,C14H23N3O17P3,-3,"ring >C=O : 1 | ring =N- : 1 | ring =C< : 1 | ring =CH- : 2 | ring -CH< : 4 | ring -O- : 1 | -CH2- : 3 | -OPO3- : 1 | -OPO2- : 1 | -NH2 : 1 | -OH : 4 | >CH- : 1 | >C< : 1 | -OPO3 : 1 | -CH3 : 1 | amide : 1 | ring -N< : 1 | Origin : 1 | OCNC : 1 | CCCN : 1",-858.59,2.06,,,"no exact name match in CHEBI"
592,4c2me|4-cytidine-5'-diphospho-2-C-methyl-D-erythritol|,C14H23N3O14P2,-2,"ring >C=O : 1 | ring =N- : 1 | ring =C< : 1 | ring =CH- : 2 | ring -CH< : 4 | ring -O- : 1 | -CH2- : 3 | -OPO3- : 1 | -OPO2- : 1 | -NH2 : 1 | -OH : 5 | >CH- : 1 | >C< : 1 | -CH3 : 1 | amide : 1 | ring -N< : 1 | Origin : 1 | OCNC : 1 | CCCN : 1",-646.09,2.09,,,"no exact name match in CHEBI"
593,"2mecdp|2-C-methyl-D-erythritol-2,4-cyclodiphosphate|",C5H10O9P2,-2,"-CH2- : 1 | ring >C< : 1 | ring -CH< : 1 | ring -CH2- : 1 | ring -OPO2- : 2 | -OH : 2 | -CH3 : 1 | ring -O- : 1 | Origin : 1",-486.44,2.2,,,"no exact name match in CHEBI"
594,chloromethane|,CH3Cl,0,"chloromethane : 1",-12.6,1.9,,[H]C([H])([H])Cl,
595,dichloromethane|,CH2Cl2,0,"dichloromethane : 1",-15.8,1.9,,[H]C([H])(Cl)Cl,
596,trichloromethane|,CHCl3,0,"trichloromethane : 1",-15.9,1.9,,[H]C(Cl)(Cl)Cl,
597,tetrachloromethane|,CCl4,0,"tetrachloromethane : 1",-10.8,1.9,,ClC(Cl)(Cl)Cl,
598,chloroethane|,C2H5Cl,0,"-CH3 : 1 | -CH2- : 1 | primary -Cl : 1 | Origin : 1",-13.73,0.5,,CCCl,
599,"1,2-dichloroethane|",C2H4Cl2,0,"-CH2- : 2 | primary -Cl : 2 | Origin : 1 | BinaryVicinalCl : 1 | DistinctVicinalCl : 1",-18.24,1.04,,ClCCCl,
600,"1,1-dichloroethane|",C2H4Cl2,0,"primary Cl2 : 2 | -CH3 : 1 | >CH- : 1 | Origin : 1",-15.65,0.82,,,"no exact name match in CHEBI"
601,"1,1,2-trichloroethane|",C2H3Cl3,0,"primary Cl2 : 2 | >CH- : 1 | primary -Cl : 1 | -CH2- : 1 | Origin : 1 | BinaryVicinalCl : 1 | DistinctVicinalCl : 1",-20.16,1.01,,ClCC(Cl)Cl,
602,"1,1,2,2-tetrachloroethane|",C2H2Cl4,0,"primary Cl2 : 4 | >CH- : 2 | Origin : 1 | BinaryVicinalCl : 1 | DistinctVicinalCl : 2",-20.16,1.77,,ClC(Cl)C(Cl)Cl,
603,"1,1,1-trichloroethane|",C2H3Cl3,0,"primary Cl3 : 3 | -CH3 : 1 | >C< : 1 | Origin : 1",-13.18,0.93,,CC(Cl)(Cl)Cl,
604,"1,1,1,2-tetrachloroethane|",C2H2Cl4,0,"primary Cl3 : 3 | >C< : 1 | -CH2- : 1 | primary -Cl : 1 | Origin : 1 | BinaryVicinalCl : 1 | DistinctVicinalCl : 1",-17.69,1.11,,ClCC(Cl)(Cl)Cl,
605,pentachloroethane|,C2HCl5,0,"primary Cl3 : 3 | >C< : 1 | primary Cl2 : 2 | >CH- : 1 | Origin : 1 | BinaryVicinalCl : 1 | DistinctVicinalCl : 2",-17.69,1.42,,,"no exact name match in CHEBI"
606,hexachloroethane|,C2Cl6,0,"primary Cl3 : 6 | >C< : 2 | Origin : 1 | BinaryVicinalCl : 1 | DistinctVicinalCl : 3",-13.3,2.14,,ClC(Cl)(Cl)C(Cl)(Cl)Cl,
607,propane|,C3H8,0,"-CH3 : 2 | -CH2- : 1 | Origin : 1 | Hydrocarbon : 1",-2,0.9,,CCC,
608,1-chloropropane|,C3H7Cl,0,"-CH2- : 2 | -CH3 : 1 | primary -Cl : 1 | Origin : 1",-12.11,0.52,,,"no exact name match in CHEBI"
609,"1,2-dichloropropane|",C3H6Cl2,0,"-CH3 : 1 | -CH2- : 1 | primary -Cl : 1 | >CH- : 1 | secondary -Cl : 1 | Origin : 1 | BinaryVicinalCl : 1 | DistinctVicinalCl : 1",-16.93,0.87,,C[C@@H](Cl)CCl,
610,"1,3-dichloropropane|",C3H6Cl2,0,"-CH2- : 3 | primary -Cl : 2 | Origin : 1",-18.54,1,,,"no exact name match in CHEBI"
611,"1,2,3-trichloropropane|",C3H5Cl3,0,"-CH2- : 2 | primary -Cl : 2 | >CH- : 1 | secondary -Cl : 1 | Origin : 1 | BinaryVicinalCl : 2 | DistinctVicinalCl : 2",-21.44,1.36,,,"no exact name match in CHEBI"
612,butane|,C4H10,0,"-CH3 : 2 | -CH2- : 2 | Origin : 1 | Hydrocarbon : 1",-0.38,0.91,,CCCC,
613,1-chlorobutane|,C4H9Cl,0,"-CH2- : 3 | -CH3 : 1 | primary -Cl : 1 | Origin : 1",-10.49,0.56,,,"no exact name match in CHEBI"
614,2-chlorobutane|,C4H9Cl,0,"-CH2- : 1 | -CH3 : 2 | >CH- : 1 | secondary -Cl : 1 | Origin : 1",-10.8,0.66,,,"no exact name match in CHEBI"
615,pentane|,C5H12,0,"-CH2- : 3 | -CH3 : 2 | Origin : 1 | Hydrocarbon : 1",1.24,0.93,,CCCCC,
616,1-chloropentane|,C5H11Cl,0,"-CH2- : 4 | -CH3 : 1 | primary -Cl : 1 | Origin : 1",-8.87,0.61,,,"no exact name match in CHEBI"
617,ethylene|,C2H4,0,"=CH2 : 2 | Origin : 1 | Hydrocarbon : 1",17.42,1.07,,,"no exact name match in CHEBI"
618,chloroethylene|,C2H3Cl,0,"=CH2 : 1 | =CH- : 1 | secondary -Cl : 1 | Origin : 1",9.47,0.72,,,"no exact name match in CHEBI"
619,"cis-1,2-dichloroethylene|",C2H2Cl2,0,"=CH- : 2 | secondary -Cl : 2 | Origin : 1 | BinaryVicinalCl : 1 | DistinctVicinalCl : 1",7.12,1.34,,Cl\C=C/Cl,
620,"trans-1,2-dichloroethylene|",C2H2Cl2,0,"=CH- : 2 | secondary -Cl : 2 | Origin : 1 | BinaryVicinalCl : 1 | DistinctVicinalCl : 1",7.12,1.34,,Cl\C=C\Cl,
621,"1,1-dichloroethylene|",C2H2Cl2,0,"secondary Cl2 : 2 | =CH2 : 1 | =C< : 1 | Origin : 1",8.21,1.03,,ClC(Cl)=C,
622,trichloroethylene|,C2HCl3,0,"=CH- : 1 | secondary -Cl : 1 | secondary Cl2 : 2 | =C< : 1 | Origin : 1 | BinaryVicinalCl : 1 | DistinctVicinalCl : 1",5.86,1.23,,,"no exact name match in CHEBI"
623,tetrachloroethylene|,C2Cl4,0,"secondary Cl2 : 4 | =C< : 2 | Origin : 1 | BinaryVicinalCl : 1 | DistinctVicinalCl : 2",6.52,2.08,,ClC(Cl)=C(Cl)Cl,
624,monochlorobenzene|,C6H5Cl,0,"aromatic ring =CH- : 5 | aromatic ring =C< : 1 | tertiary -Cl : 1 | Origin : 1",24.22,0.88,,Clc1ccccc1,
625,"1,2-dichlorobenzene|",C6H4Cl2,0,"aromatic ring =CH- : 4 | aromatic ring =C< : 2 | tertiary -Cl : 2 | Origin : 1 | BinaryVicinalCl : 1 | DistinctVicinalCl : 1",20.78,1.25,,Clc1ccccc1Cl,
626,"1,3-dichlorobenzene|",C6H4Cl2,0,"aromatic ring =C< : 2 | tertiary -Cl : 2 | aromatic ring =CH- : 4 | Origin : 1",18.86,1.19,,Clc1cccc(Cl)c1,
627,"1,4-dichlorobenzene|",C6H4Cl2,0,"aromatic ring =C< : 2 | tertiary -Cl : 2 | aromatic ring =CH- : 4 | Origin : 1",18.86,1.19,,Clc1ccc(Cl)cc1,
628,"1,2,3-trichlorobenzene|",C6H3Cl3,0,"aromatic ring =CH- : 3 | aromatic ring =C< : 3 | tertiary -Cl : 3 | Origin : 1 | BinaryVicinalCl : 2 | DistinctVicinalCl : 2",17.34,1.78,,Clc1cccc(Cl)c1Cl,
629,"1,2,4-trichlorobenzene|",C6H3Cl3,0,"aromatic ring =C< : 3 | tertiary -Cl : 3 | aromatic ring =CH- : 3 | Origin : 1 | BinaryVicinalCl : 1 | DistinctVicinalCl : 1",15.42,1.67,,Clc1ccc(Cl)c(Cl)c1,
630,"1,3,5-trichlorobenzene|",C6H3Cl3,0,"aromatic ring =C< : 3 | tertiary -Cl : 3 | aromatic ring =CH- : 3 | Origin : 1",13.5,1.63,,Clc1cc(Cl)cc(Cl)c1,
631,"1,2,3,4-tetrachlorobenzene|",C6H2Cl4,0,"aromatic ring =CH- : 2 | aromatic ring =C< : 4 | tertiary -Cl : 4 | Origin : 1 | BinaryVicinalCl : 3 | DistinctVicinalCl : 3",13.9,2.37,,Clc1ccc(Cl)c(Cl)c1Cl,
632,"1,2,3,5-tetrachlorobenzene|",C6H2Cl4,0,"aromatic ring =C< : 4 | tertiary -Cl : 4 | aromatic ring =CH- : 2 | Origin : 1 | BinaryVicinalCl : 2 | DistinctVicinalCl : 2",11.98,2.24,,Clc1cc(Cl)c(Cl)c(Cl)c1,
633,"1,2,4,5-tetrachlorobenzene|",C6H2Cl4,0,"aromatic ring =C< : 4 | tertiary -Cl : 4 | aromatic ring =CH- : 2 | Origin : 1 | BinaryVicinalCl : 2 | DistinctVicinalCl : 2",11.98,2.24,,Clc1cc(Cl)c(Cl)cc1Cl,
634,pentachlorobenzene|,C6HCl5,0,"aromatic ring =CH- : 1 | aromatic ring =C< : 5 | tertiary -Cl : 5 | Origin : 1 | BinaryVicinalCl : 4 | DistinctVicinalCl : 4",10.46,2.99,,Clc1cc(Cl)c(Cl)c(Cl)c1Cl,
635,hexachlorobenzene|,C6Cl6,0,"aromatic ring =C< : 6 | tertiary -Cl : 6 | Origin : 1 | BinaryVicinalCl : 6 | DistinctVicinalCl : 6",8.94,3.81,,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,
636,2-chlorobenzoate|,C7H4O2Cl,-1,"aromatic ring =CH- : 4 | aromatic ring =C< : 2 | -COO : 1 | tertiary -Cl : 1 | Origin : 1 | OCCC : 1",-58.41,0.98,,[O-]C(=O)c1ccccc1Cl,
637,3-chlorobenzoate|,C7H4O2Cl,-1,"aromatic ring =CH- : 4 | aromatic ring =C< : 2 | -COO : 1 | tertiary -Cl : 1 | Origin : 1 | OCCC : 1",-58.41,0.98,,[O-]C(=O)c1cccc(Cl)c1,
638,4-chlorobenzoate|,C7H4O2Cl,-1,"aromatic ring =C< : 2 | -COO : 1 | aromatic ring =CH- : 4 | tertiary -Cl : 1 | Origin : 1 | OCCC : 1",-58.41,0.98,,[O-]C(=O)c1ccc(Cl)cc1,
639,"2,3-dichlorobenzoate|",C7H3O2Cl2,-1,"aromatic ring =CH- : 3 | aromatic ring =C< : 3 | -COO : 1 | tertiary -Cl : 2 | Origin : 1 | OCCC : 1 | BinaryVicinalCl : 1 | DistinctVicinalCl : 1",-61.85,1.4,,,"no exact name match in CHEBI"
